Id,Name,Text,Colorway,Main_color,Category,Retail_price,Brand
248,Nike Book 1 Premium Hike,"Hit the court or the town in style with the Nike Book 1 Premium Hike, a sneaker that echoes Devin Booker's passion for exploring the great outdoors. Featuring a color palette of dark stucco, light silver, and clay orange, this shoe captures the essence of a rugged adventure, merged with the sophistication of premium materials. It's a shoe crafted for individuals who seek the thrill of the hike and the rush of the game – a perfect blend for the active and the stylish.

Booker's signature sneaker comes loaded with features designed for the trail-blazing spirit. The Hike edition is more than just its earthy, rich tones; the sneaker's advanced traction pattern, responsive Cushlon cushioning, Nike Zoom air bag in the heel and lockdown fit reflect Booker’s dynamic gameplay, offering you the support and performance needed to dominate the game. Whether you're making quick cuts or going for the jump shot, the Nike Book 1 Premium Hike is built for those who play with passion and style.

Dropped on April 6, 2024, for $150, the Nike Book 1 Premium Hike is your invitation to step into a world of adventure. These sneakers are a salute to Devin Booker's multifaceted life, balancing the demands of an athlete with the call of the wild. Don your pair and be ready to tackle any challenge with confidence and flair, just as Booker takes to the court or the trails.",Dark Stucco/Light Silver-Clay Orange,Green,Basketball,150,Nike
249,Nike Book 1 Rattlesnake,"The Nike Book 1 Rattlesnake is a premium sneaker that’s part of a collaboration between NBA player Devin Booker and Nike. It features a primarily white upper with rattlesnake skin details.

The upper is crafted from smooth leather and a canvas-like textile with white stitching. The combination of these two materials creates a gentle textural contrast that allows the rattlesnake elements to stand out. The Swoosh logos on the side panels display a rattlesnake pattern with brown, tan, and black tones. Embroidery around the Swoosh logos creates a white border and makes the print stand out. Hits of red can be found on the BOOK logo tag on the tongue and CHAPTER ONE running up the heel. Other noteworthy details include the number 96 on the heel pull tab, which represents the year Booker was born.

Our StockX experts like the addition of a lightweight midsole with a Zoom Air unit in the heel. The Nike Book 1 Rattlesnake was released on May 11, 2024, and retailed at $140.",White/Light Orewood Brown/Burnt Sunrise/Black,White,Basketball,140,Nike
250,adidas Harden Vol. 8 Pioneer,"The adidas Harden Vol. 8 Pioneer is a futuristic basketball shoe that’s part of a collaboration between adidas Basketball and NBA player James Harden.

This performance basketball shoe features a supportive EVA frame that looks like an off-white teardrop. It provides structure around the sock-like inner cuff, which allows the cuff to fit securely from toe to ankle. The EVA frame wraps around the arch and extends into a Boost midsole in the same Cloud White hue. The upper is made of black textile that wraps around the foot, while a panel of black leather wraps around the toe area. There are no branding details on the upper, which contributes to the sneaker’s futuristic aesthetic.

Our StockX experts like the ‘JH’ traction pattern and herringbone tread on the rubber outsole. The adidas Harden Vol. 8 Pioneer was released on March 1st, 2024, and retailed at $160.",Cloud White/Core Black/Better Scarlet,White,Basketball,160,adidas
251,Rigorer AR1 Iceman,"The Rigorer AR1 Iceman is a stylish and high-performance soccer cleat designed with the demands of competitive players in mind.

This shoe boasts a sleek and modern design with clean lines and bold accents. The upper is constructed from premium mesh, providing durability, flexibility, and breathability even during intense gameplay. It features a padded collar and cushioned insole to provide support and comfort, while a soft lining helps to reduce friction and irritation. A lightweight and responsive soleplate with strategically placed studs delivers top-notch traction and agility, and a low-profile design promotes quick acceleration and agile movements.

What our experts especially appreciate about the Rigorer AR1 Iceman, however, is its white and gray colorway against which thoughtfully placed blue accents pop for a modern and elegant aesthetic. This soccer shoe originally retailed with a price tag of $100 when it was first released on December 25, 2023.",Blue/White,Blue,Basketball,100,Rigorer
252,Nike KD 16 All-Star,"The Nike KD 16 All-Star is an athletic shoe featuring a mesh upper with green tiger print, complemented by blocks of magenta.

Designed for the 2024 NBA All-Stars, Nike has created a special colorway for the Nike KD 16 collection, in honor of Phoenix Suns player Kevin Durant. Known as Easy Money because of his ability to effortlessly score points on the basketball court, the KD 16 pays homage to this nickname beneath the orange overlay. A holographic disc appears on the tongue tab, bearing the initials KB in dollar bill print. Kevin Durant branding appears as his name and number visible beneath semi-opaque overlays in Orange TPU, which extend to form the outsole. A yellow midsole and Nike Swooshes in purple at the heel complete the look.

Our experts feel that the best feature of the KD 16 is its vibrant color palette, which is eye-catching and unique. The Nike KD 16 All-Star released on February 16, 2024, and retailed at $160.",Stadium Green/Hyper Violet/Barely Green/Playful Pink/University Gold/Lightening,Multi-Color,Basketball,160,Nike
253,Nike Zoom LeBron NXXT Gen White Metallic Silver,"The Nike Zoom LeBron NXXT Gen White Metallic Silver comes in a white and metallic silver colorway with black accents.

The upper part of the Zoom LeBron NXXT Gen White Metallic Silver is designed with Flyknit material, which provides a lightweight, supportive, and breathable fit around the foot. Additionally, the Nike logo features on the tongue while the Zoom Air branding is visible on the heel. The midsole features Nike's proprietary Zoom Air technology, which is designed to provide a responsive and comfortable cushioning system. The translucent outsole design provides traction and durability on any surface, while the Lunarlon foam in the midsole offers cushioning and absorbs shock during landings. Similarly, the shoe's padded collar and tongue provide additional cushioning and comfort.

We think that the key feature of the Nike Zoom LeBron NXXT Gen White Metallic Silver is its Flywire lacing technology that locks the foot in place and adds stability. The shoe was released on April 1st, 2023 at a retail price of $160.",White/Metallic Silver/Black,White,Basketball,160,Nike
254,Nike KD 4 Weatherman (2024),"The Nike KD 4 Weatherman (2024) brings back one of the most iconic colorways in the KD line, inspired by Kevin Durant's childhood dream of becoming a weatherman. This re-release features a lush green upper with volt, black, and team orange accents, creating a visually striking design. The sneaker's standout feature is the weather pattern graphics on the upper and outsole, which pay homage to Durant's passion for meteorology before he discovered his talent for basketball. This unique design element makes the KD 4 Weatherman a must-have for both sneaker enthusiasts and KD fans.

The KD 4 Weatherman first made waves in 2011 and has remained a favorite among sneakerheads. This 2024 version retains the original's bold aesthetics. The vibrant colorway, highlighted by lush green and volt, captures attention, while the weather-inspired graphics add a layer of storytelling that connects to Durant’s personal history. The black and team orange details further enhance the dynamic look, making this sneaker a standout on and off the court.

Priced at $130, the Nike KD 4 Weatherman (2024) was released on May 21, 2024. This re-release not only celebrates Kevin Durant's journey but also offers a piece of sneaker history with a fresh twist. Whether you're a long-time fan or new to the KD line, this sneaker combines heritage, design, and performance in one compelling package. Make sure to add this iconic model to your collection and step out in style with the KD 4 Weatherman.",Lush Green/Volt/Black/Team Orange,Green,Basketball,130,Nike
255,Nike Kobe 8 Protro Halo,"Unveiled on August 23, 2023, the Nike Kobe 8 Protro Halo signals the epic return of the iconic Kobe line.

Drenched in a pristine all-white colorway, this sneaker stands as an embodiment of purity, legacy, and unparalleled style. A true nod to the rebirth of the legendary Nike Kobe series, this piece is all about legacy and finesse. From its seamless upper construction to the intricate detailing, every aspect echoes Kobe's timeless style and unwavering commitment to the game. An embodiment of both on-court prowess and off-court style, this sneaker is a must-have for any collection.

Mamba mentality isn't just a mindset; it's a lifestyle. And for those looking to embody that spirit, the Nike Kobe 8 Protro Halo was made available at a retail price of $180. Truly, a timeless tribute to basketball royalty.",White/White-White,White,Basketball,180,Nike
256,Nike Zoom GT Cut 2 Hyper Pink,"The Nike Zoom GT Cut 2 Hyper Pink is part of the second edition of Nike’s Greater Than (GT) series with a focus on Air Zoom technology. As the name implies, this high-performance basketball shoe is designed for cutting across the court and changing directions quickly.

The sneaker features a Zoom Air unit in the heel and another layered beneath the upper. When combined with the supportive insole, these cushioning units allow for increased responsiveness. A vibrant pink colorway featuring Hyper Pink, Fierce Pink, Pearl Pink, and Gym Red covers the texturized knit upper while a darker Fireberry color makes the heel and tread stand out.

Something our experts love about this basketball shoe is the contrasting Swooshes on the side panel and the midsole. They face in opposite directions and create the appearance of movement, embodying the rapid ""cut"" motion that inspired the shoe’s name. The Nike Zoom GT Cut 2 Hyper Pink was released on August 10, 2023, and retailed at $170.",Hyper Pink/Fireberry-Fierce Pink-Pearl Pink-Gym Red,Pink,Basketball,170,Nike
257,adidas AE 1 With Love,"The adidas AE 1 With Love, born out of a collaboration with basketball sensation Anthony Edwards, marks the inaugural colorway for Edwards' debut signature shoe.

Crafted with black knit textile, the upper of the adidas AE 1 With Love is reinforced by an Acid Orange TPU support cage, which incorporates breathable perforations arranged in a unique honeycomb pattern. The woven tongue tag proudly displays Anthony Edwards' initials, and the back heel features the iconic adidas 3-Stripes logo. The midsole integrates Boost and LightStrike technologies, delivering both lightweight cushioning and energy return. With a rubber outsole, the shoe guarantees exceptional traction and grip on diverse surfaces.

The standout attribute of the adidas AE 1 With Love is its prominent TPU overlay, seamlessly integrated with perforations extending to the sole unit. This design element, paired with the Georgia peach-inspired upper, imparts a unique and distinctive aesthetic to the shoe. The sneaker debuted for $120 on December 16th, 2023.",Acid Orange/Core Black/Acid Red,Orange,Basketball,120,adidas
258,Nike Ja 1 Halloween Zombie,"Step into the eerie season with the Nike Ja 1 ""Halloween"" a sneaker that beautifully marries innovative design with a spooky aesthetic. This edition, wrapped in a Lime Blast/Oil Green-Black-Hemp-Cacao Wow colorway, brings a fresh and spooky vibe to the courts. The upper, crafted with synthetic materials and mesh ensures a comfortable and breathable fit. The design is a salute to the Halloween spirit, echoing haunting stories with every stride you take.

The innovative tech in the sneaker doesn't take a backseat to aesthetics. The colorway is more than just a visual treat; it's a representation of Nike's commitment to evolving sneaker culture. The zombie scratches across the iconic Swooshes, the eerie hands rising from graves, and the blood-red embroidered number ""12"" are a tale of spooky elegance blended with sporty functionality. This is where the tradition of Halloween meets the futuristic design of Nike, creating a sneaker that's as visually appealing as it is performance-ready.

With the Nike Ja 1 ""Halloween"" you're stepping into a narrative crafted meticulously by Nike and Ja Morant. The eerie yet exciting colorway, coupled with the innovative design, makes it a coveted possession for any sneakerhead. Dropping on October 28, 2023, at a retail price of $120, the Nike Ja 1 ""Halloween"" is a sweet deal for those ready to make a statement on and off the court.",Lime Blast/Oil Green-Black-Hemp-Cacao Wow,Green,Basketball,120,Nike
259,Nike Kobe 6 Protro Italian Camo (2024),"Introducing the Nike Kobe 6 Protro Italian Camo 2024, a sleek rendition of the classic Kobe 6, set to captivate with its unique camouflage pattern inspired by Kobe Bryant's early years in Italy. The colorway, a sophisticated blend of black, crimson bog, and khaki, is a stylish nod to Kobe's formative experiences and his enduring legacy. Tailored for those who admire the subtleties of design and the stories behind them, this sneaker combines the essence of Kobe's history with cutting-edge footwear technology.

The Kobe 6 Protro isn't just about its standout Italian Camo aesthetic; it's a powerhouse of sneaker tech. The shoe is engineered with advanced performance features like Zoom Air cushioning for responsive comfort, a Cushlon midsole for lightweight support, and a durable outsole that pays homage to Kobe's multidirectional playing style. The sneaker's unique texture mimics a snake's skin, reflecting Kobe's ""Black Mamba"" persona, while the innovative tech ensures these shoes stand up to the demands of both performance and everyday wear.

On April 13, 2024, the Nike Kobe 6 Protro Italian Camo dropped at a retail price of $190. This release offers a piece of basketball royalty's origin story, wrapped in modern performance and timeless design. Embrace the spirit of Kobe's legacy and add a touch of Italian finesse to your sneaker collection with this 2024 re-release. It's a sneaker that celebrates history, innovation, and the endless pursuit of greatness, perfect for those who walk the path less traveled.",Black/Crimson Bog/Khaki,Black,Basketball,190,Nike
260,Nike Kobe 8 Protro Radiant Emerald,"Dive into the game with the Nike Kobe 8 Protro Radiant Emerald, a sneaker that blends cutting-edge design with a tribute to a basketball legend. This sneaker captures the essence of Kobe Bryant's dynamic playstyle and his legacy on the court, featuring a sleek White/Radiant Emerald/White colorway that stands out in any crowd. The numbers 8, 24, and 2 are displayed on the upper, symbolizing Kobe's iconic numbers with the Lakers and his daughter Gianna's number 2, making it more than just a shoe; it's a piece of history.

Crafted for the modern athlete and styled for the streets, the Kobe 8 Protro Radiant Emerald is engineered with performance technology that ensures comfort and responsiveness. Its lightweight construction and supportive fit adapt seamlessly to rapid movements, embodying the agility and precision Kobe was known for. The vibrant Radiant Emerald accents add a fresh pop of color, perfectly suited for individuals who appreciate a mix of heritage and style.

The Nike Kobe 8 Protro Radiant Emerald, retailing at $190, made its mark on February 8, 2024. This brand-new colorway not only honors the legacy of Kobe and Gianna but also serves as a fashionable statement piece for sneaker enthusiasts and basketball players alike, making it a must-have addition to any collection.",White/Radiant Emerald/White,White,Basketball,190,Nike
261,Nike KD 4 Galaxy (2024),"The Nike KD 4 Galaxy recaptures the essence of its 2012 counterpart, which was a highlight of the NBA All-Star Weekend. Its Metallic Silver/Total Orange/Dark Grey colorway is a nod to the original's space-themed design, making it a standout piece in any sneaker collection. The KD 4 Galaxy is not just a shoe; it's a piece of basketball history, embodying the spirit of one of the most memorable All-Star events.

The 2024 version of the KD 4 Galaxy preserves the iconic design while integrating modern technology for enhanced performance. It's a perfect amalgamation of nostalgia and innovation, appealing to both long-time fans of the silhouette and new enthusiasts alike. The distinct colorway and star-studded design elements pay tribute to Kevin Durant's stellar performance and the sneaker's astronomical theme.

Set to launch on February 15, 2024, with a retail price of $130, the Nike KD 4 Galaxy is more than just a re-release; it's a celebration of basketball heritage and sneaker culture. Its arrival is eagerly anticipated by fans around the world, ready to experience a piece of sneaker history.",Metallic Silver/Total Orange/Dark Grey,Silver,Basketball,130,Nike
262,Nike LeBron 4 Fruity Pebbles (2024),"Introducing the Nike LeBron 4 Fruity Pebbles 2024, a vibrant and playful addition to the LeBron sneaker lineage. This edition bursts onto the scene with a colorway inspired by the iconic cereal, featuring white, true red, mean green, varsity purple, and splashes of color that mimic the look of Fruity Pebbles. It's a design that pays homage to LeBron James' childhood favorite and brings a fun, nostalgic vibe to the basketball court.

The Nike LeBron 4 Fruity Pebbles 2024 features advanced cushioning and a foamposite shell upper to ensure optimal comfort. Its distinctive design, from the bold color palette to the intricate detailing, showcases Nike's commitment to innovative aesthetics. If you're a sneakerhead or LeBron fan in search of a unique addition to your collection, this sneaker hits all the right notes.

Released on March 7, 2024, and retailing at $250, the Nike LeBron 4 Fruity Pebbles 2024 has made a splash in the sneaker community. Its playful design, coupled with the sneaker's history, has garnered attention from fans and collectors alike. As a celebration of LeBron's legacy and a nod to the simple joys of childhood, the Nike LeBron 4 Fruity Pebbles 2024 stands out as a memorable and desirable release in the world of basketball sneakers.",White/True Red-Mean Green-Varsity Purple,White,Basketball,250,Nike
263,Nike LeBron 20 Miami Heat,"The Nike Lebron 20 Miami Heat, available in different hues - including black, university red, university gold, and light smoke gray - is one of the collaborative designs between this iconic American brand and the NBA champion from Akron.

The upper section of the Lebron 20 model is made of black woven textile with a double Swoosh on its right side. The sneaker has an elongated tongue beneath the laces made from cotton. Its midsole and outsole, which are both made from rubber, appears in the black and red colors.

The Nike Lebron 20 Miami Heat was first released on October 24th, 2022 with $200 as the retail price.",Black/Black/University Red/University Gold/Light Smoke Grey,Black,Basketball,200,Nike
264,Nike LeBron 20 PRM Mimi Plange Ceremony,"The Nike LeBron 20 Premium Mimi Plange Ceremony was released to honor culture and mark two decades of collaboration between LeBron James and Nike.

Dressing a textile knit on the upper, the Nike LeBron 20 features vibrantly colored bright crimson floral patterns on the vamp. More scarlet flowers are embroidered on the quarter panels, covering most of the midfoot. Also on the panels are the Nike swooshes, which intertwine on the lateral side. The heel extends the bright Crimson-on-White colorway but introduces some branding. LeBron’s crown logo is plastered on a reed patch on the heel counter, while Mimi Plange’s brand motif is embroidered on the red mustache in a bold berry tone.

The lace-up closure on the Nike LeBron 20 Premium Mimi Plange Ceremony is among its most outstanding features. Multicolor laces inspired by the Maasai community of Tanzania rest on a woven, bold-berry-colored tongue. This shoe was released on September 9th, 2023, for $250.",Guava Ice/Bright Crimson/Bordeaux/Bold Berry/White,White,Basketball,250,Nike
265,Nike LeBron 20 Black Metallic Gold,"The Nike LeBron 20 Black Metallic Gold showcases gold accents thoughtfully incorporated into its design. These refined gold details grace the ""XX"" dubrae (lace aglets), the ""XX"" branding on the tongue, and the uppermost eyelets. At the heel of the shoe, you'll find LeBron James' signature patch, which signifies his endorsement and personal touch on the design.

The upper of the Nike LeBron 20 Black Metallic Gold is crafted from a black knit material, providing a lightweight and breathable feel. The upper offers flexibility and comfort, making it suitable for intense on-court action. The Nike Swoosh logos on each side of the shoe are presented in a striking Metallic Gold finish. The outsole is constructed from a translucent material.

What truly captivates our experts is the midsole of the Nike LeBron 20 Black Metallic Gold, which is predominantly in white with black specks. It incorporates advanced cushioning technology, ensuring responsiveness and impact protection during gameplay. The Nike LeBron 20 Black Metallic Gold was released on April 6th, 2023, available for purchase for $200.",Black/Metallic Gold/White/Pure Platinum,Black,Basketball,200,Nike
266,Nike LeBron Witness 6 Light Melon Orange,"The Nike LeBron Witness 6 Light Melon Orange was released as part of the Nike LeBron Witness series.

The Light Melon Orange Nike LeBron Witness 6 is designed with a lightweight, breathable mesh upper that offers ventilation and durability on the court. It features a TPU mudguard for added protection and stability, ensuring that you can make quick cuts and moves without the worry of sliding or slipping. The foam midsole ensures that the shoe will keep your feet cushioned and comfortable, protecting them from the impact of the ground. The outsole of the shoe is made of rubber and is designed with a unique traction pattern that provides grip and traction on the court.

Our experts say that one of the significant features of the Nike LeBron Witness 6 Light Melon Orange is the Zoom Air cushioning technology in the sole, which provides a responsive and comfortable feel during those high jumps and dives. The shoe was released on October 12th, 2021 at a retail price of $110.",White/Light Melon Orange/Light Lemon Yellow,White,Basketball,110,Nike
267,Nike LeBron 21 Purple Rain,"The Nike LeBron 21 Purple Rain pays homage to the greatness of both LeBron James and the legendary artist Prince, fusing the realms of music and basketball in a unique collaboration.

Taking inspiration from the iconic song Purple Rain, the Purple Rain Nike LeBron 21 is draped in a soft Violet Dust hue, extending to the oval laces and tongue construction. Vivid Melon Tint accents accentuate the prominent Swooshes, tongue tab logo, and central lace loops. An iridescent Purple Cosmos finish enhances the Zoom Air cushioned heel. Additionally, the design subtly references the signature colors of the Lakers. The insole features a graphic that directly nods to the late rock and roll legend.

The standout aspect of the Nike LeBron 21 Purple Rain lies in its insole design, featuring a hand adorned with rings, symbolizing LeBron James' four NBA championships. This thoughtful detail adds a personal and meaningful touch to the shoe, commemorating LeBron's remarkable achievements throughout his illustrious career. The sneaker debuted for $200 on October 14th, 2023.",Violet Dust/Melon Tint/Purple Cosmos,Purple,Basketball,200,Nike
268,Nike LeBron 21 Abalone,"The Nike LeBron 21 Abalone takes the recognizable Lebron 21 silhouette and adds a vibrant pattern that mimics the inside of an abalone shell.

The lightweight mesh upper features abalone shell patterns that include whirling patterns in tones ranging from aqua to dark green. The Swoosh on the lateral side comes in abalone print with an embroidered white line, while the Swoosh on the medial side panel features rows of stitches. These stitched lines look like the pattern on the outside of an abalone shell and correspond to the exposed construction on the heel. This low-to-the-ground basketball shoe boasts Zoom Air technology in the midsole and ventilation ports on both sides of the shoes.

Our StockX experts like the symbolism behind the shoe. To Lebron James, the shell protecting the pearl within symbolizes the way he protects his daughter. The Nike LeBron 21 Abalone was released on December 1st, 2023, and retailed at $210.",Black/Particle Grey/Wolf Grey/Pink Rise,Blue,Basketball,210,Nike
269,Nike LeBron 21 Tahitian,"The Nike LeBron 21 Tahitian is a performance basketball shoe with a low-to-the-ground and lightweight design. It features iridescent details on the heel that resemble a Tahitian pearl and a rope pattern that mimics the patterns on the exterior of a clam’s shell.

The black mesh upper boasts a series of perforations along the side panels that allow the foot to breathe and look like the veining on a clam shell. The quilted tongue also houses perforations and provides plush cushioning. A 360-degree zonal cabling system reinforces the mesh upper without weighing the shoe down. Zoom Air cushioning and foam in the midsole provide responsive cushioning underfoot, while the front lace system secures the fit.

Our StockX experts like the way the iridescent green details on the heel match the green tones of the durable outsole. The Nike LeBron 21 Tahitian was released on November 3rd, 2023, and retailed at $200.",Black/Particle Grey/Wolf Grey/Pink Rise,Black,Basketball,200,Nike
270,Nike Zoom LeBron 4 Graffiti (2023),"The Nike Zoom LeBron 4 Graffiti (2023) is a limited-edition sneaker that was created by Nike in collaboration with LeBron James and was initially released in 2006.

The sneaker features a University Red, Black, and White colorway with bold graffiti graphics that dominate the side. The graphics feature black and white lettering inspired by the graffiti written across the walls of New York City. A black and red ankle collar secures the foot and features a white mini-Swoosh outlined in red, while an exaggerated pull tab adorns the heel. The sneaker also comes with a responsive Zoom Air unit in the midsole and a plastic casing that adds stability.

Our StockX experts love the translucent red detailing on the outsole. It provides traction while allowing you to see the graffiti designs on the midsole. The Nike Zoom LeBron 4 Graffiti (2023) was released on September 19, 2023, and retailed at $240.",White/White/Black/University Red,White,Basketball,240,Nike
271,Nike LeBron 4 Black Anthracite (2023),"The Nike LeBron 4 Black Anthracite (2023) is a manifestation of LeBron James's enduring impact on the game, updated for the modern player. Its monochrome black and anthracite palette exudes a powerful, imposing presence, much like LeBron's command on the court. Engineered for those who lead with strength and determination, this sneaker is synonymous with performance royalty.

Built with a robust construction and Nike’s advanced cushioning, the LeBron 4 provides the support and responsiveness that are hallmarks of LeBron’s own footwear demands. The all-black colorway is versatile, offering a sleek look that's as formidable in style as it is in performance.

Set for release on December 12, 2023, at $240, the Nike LeBron 4 Black Anthracite (2023) is anticipated to continue the legacy of LeBron's signature series, offering a premium basketball experience and a bold aesthetic statement.",Black/Anthracite/Black,Black,Basketball,240,Nike
272,Nike LeBron 20 Nike Lifer,"The Nike LeBron 20 Nike Lifer was released in 2023 and comes in a blend of colors including Light Silver, Hyper Royal, Safety Orange, and Lemon Chiffon.

The upper of the LeBron 20 Nike Lifer is made of a combination of FlyKnit, leather, and synthetic materials, which work together to provide a supportive and adaptable fit. The FlyKnit material is used in high-wear areas of the shoe, such as the forefoot and midfoot, and provides excellent breathability. The outsole incorporates a tread pattern that gives the shoe excellent grip and durability. The sneaker features Nike Swooshes in an overlay pattern on one side and a stitched Swoosh on the other side.

We think that the standout feature of the Nike LeBron 20 Nike Lifer is its React sole. The shoe's midsole is made of Nike's React foam, which is a lightweight and durable material that provides optimal cushioning and stability. The midsole also incorporates Nike Zoom Air technology, which compresses and then rebounds, providing a responsive and explosive feeling. The shoe was released on March 23rd, 2023, at a retail price of $200.",Light Silver/Hyper Royal-Lemon Chiffon-Safety Orange,Silver,Basketball,200,Nike
273,Nike LeBron 20 Laser Orange,"The Nike LeBron 20 Laser Orange is a model from the LeBron James' signature basketball shoe line with Nike, often referred to as the LeBron series, which is known for incorporating innovative technologies, performance features, and stylish designs.

The Nike LeBron 20 Laser Orange is designed to be worn on the basketball court. It has a color palette that is mainly composed of bright orange, blue, neon green, white, and pink. The upper is made of breathable knit material, allowing for it to be flexible and provide airflow. The white sole is made from rubber that allows for traction while running on the court.

A feature of the Nike LeBron 20 Laser Orange that our group of experts enjoy is the double Nike Swoosh logo on the side of the shoe that provides a pop of color and is a modern version of the brand’s traditional logo. This model was first released on June 8th, 2023, for a starting price of $200.",Laser Orange/Racer Blue/Hyper Pink/White,Orange,Basketball,200,Nike
274,Nike Zoom LeBron NXXT Gen Wolf Grey,"The Nike Zoom LeBron NXXT Gen Wolf Grey is part of Lebron James’ LeBron NXXT Gen collection. The sneaker features several details that pay homage to Lebron James, including the traction pattern on the outsole that forms a map of Akron, Ohio, the athlete’s hometown.

Like other Lebron NXXT Gen models, the ""Wolf Grey"" variation comes with two Swooshes that contrast the base color. Although the colorway boasts Pink Spell, Wolf Grey, and Hyper Royal, the dominant color is grey with pinkish accents. The sneaker features alternating colors on the right and left foot. Lightweight elements include the wide-hole mesh upper, the Zoom Air unit in the heel, and another Zoom Air unit in the forefoot.

Our experts at StockX appreciate the larger Swoosh, which comes in an iridescent pink-purple and complements the outsole. The Nike Zoom LeBron NXXT Gen Wolf Grey was released on March 16, 2023, and retailed at $160.",Wolf Grey/Pink Spell-Hyper Royal,Grey,Basketball,160,Nike
275,Jordan Tatum 1 Pink Lemonade,"The Jordan Tatum 1 Pink Lemonade is a special-edition sneaker that was released in 2023.

The upper of the Air Jordan Tatum 1 in Pink Lemonade iteration is made from high-quality mesh and leather construction. The use of mesh on the upper helps to keep the feet cool and dry, while the leather provides a durable and supportive structure for the shoe. The outsole is made of durable rubber that provides traction and grip on a variety of surfaces. The midsole is made of soft foam that provides cushioning and support while also absorbing shock during wear.

We think that the notable feature of the Jordan Tatum 1 Pink Lemonade sneaker is its unique and playful colorway. The combination of soft, full-grain pink-tinted leather and mesh with Barely Volt and Lava Glow accents creates a truly eye-catching design. The shoe was released on June 20th, 2023, at a retail price set at $120.",Pink Tint/Barely Volt-Lava Glow-Aurora Green,Pink,Basketball,120,Jordan
276,Jordan Luka 2 Matador,"The Jordan Luka 2 Matador is a double nod to Luka Dončić’s time with Real Madrid before he entered the NBA and his smart, determined on-court style that can be compared to a real-life matador.

The Jordan Luka 2 Matador is a Jordan-esque sneaker dressed in a tropical twist, washed teal, and barely green color combination with metallic gold accents. The semi-transparent mesh upper incorporates synthetic suede overlays that add support where the shoe needs it, while textile portions ensure breathability while not weighing it down. Luka’s branding is found on the top of the tongue in golden stitching, and a semi-translucent rubber outsole with a radial traction pattern provides traction and coverage on smooth surfaces.

Apart from the eye-catching design, our experts think that other standout features include cutting-edge Nike technology like an IsoPlate foot frame, a Cushlon 3.0 wedge foam, and the Formula 23 foam that runs the full length of the midsole. Innovation to the max. The Jordan Luka 2 Matador debuted on August 3, 2023, and sold at a retail price of $140.",Tropical Twist/Metallic Gold/Washed Teal/Barely Green,Green,Basketball,140,Jordan
277,Jordan Tatum 1 Barbershop,"The Jordan Tatum 1 Barbershop is a collaborative sneaker between the Jordan Brand and Jayson Tatum, a rising star in the NBA. This sneaker takes inspiration from barbershops, which are a central gathering place for communities to socialize, relax, and get haircuts.

The Air Jordan Tatum 1 Barbershop comes in a predominantly Coconut Milk and black colorway with Metallic Gold and Laser Blue accents. The upper is made from a mix of mesh, leather, and suede. The toe area is reinforced with a TPU material for added protection, while the Jumpman logo features on the side.

Our experts say that one of the standout features of the Jordan Tatum 1 Barbershop is its high level of comfort and performance. The shoe features Jordan's Flywire technology, which helps provide a secure and comfortable fit. The shoe also includes a cushioned midsole and a rubber outsole for added traction. The sneaker was released on May 12th, 2023, at a retail price of $120.",Coconut Milk/Metallic Gold-Black-Laser Blue-Bright Crimson,Cream,Basketball,120,Jordan
278,Jordan Tatum 1 Pure Money,"The Jordan Tatum 1 Pure Money stands out with a unique silhouette, drawing inspiration from the 2006 Air Jordan 4 Pure Money and faithfully embracing the original Air Jordan 4's name and design elements.

The Pure Money Air Jordan Tatum 1 boasts a predominantly clean white appearance throughout its woven, synthetic, and leather upper. Accents near the forefoot and heel, including the Jumpman branding, pay homage to the Pure Platinum eyelets featured on the retro version. The synthetic layers of the shoe alternate between a Pristine White and a complementary silver hue. The lines encircling the midsole feature a polished appearance, coordinating with the glossy elements on the tongue emblem, heel tab, and Jumpman logo on the lateral heel.

The standout characteristic of the Jordan Tatum 1 Pure Money lies in its immaculate Pure Money aesthetic. This all-white theme, originally introduced in the Air Jordan 4 in 2006, offers versatility that effortlessly complements various styles. The sneaker debuted for $120 on September 5th, 2023.",White/Grey Fog-White,White,Basketball,120,Jordan
279,Jordan Luka 1 Dog Dad,"Celebrate the joy of companionship with the Air Jordan Luka 1 Dad Dog, a sneaker that captures Luka Dončić’s love for his four-legged friends. In white, black, bleached coral, and sesame, this sneaker embodies the playful and loyal nature of man's best friend, combined with the competitive spirit of one of the NBA’s brightest stars. The design is perfect for those who bring a sense of loyalty and fun to the game.

The Luka 1 Dad Dog is designed for dynamic play, with features that support swift movements and provide comfort for all-day wear. It's a tribute to the off-court passions that shape players and the relationships that keep them grounded.

With a retail price of $110, the Air Jordan Luka 1 Dad Dog was released on February 5, 2023, offering sneaker enthusiasts a playful yet performance-ready option inspired by Luka's heartwarming bond with his canine pals.",White/Black/Bleached Coral/Sesame,White,Basketball,110,Jordan
